,商品ID,賣家ID,存貨數量,價格,折數,可否搭配購買,可否大量批貨購買,歷史銷售量,可否分期付款,是否官方賣家帳號,是否可預購,喜愛數量,商家地點,評價數量,五星,四星,三星,二星,一星,評分
148,19359326053,778020444,156,608,,FALSE,FALSE,1,FALSE,FALSE,TRUE,8,桃園市大園區,0,0,0,0,0,0,0
149,16386863073,2833326,65,110,3.9,FALSE,FALSE,181,TRUE,FALSE,FALSE,54,臺中市太平區,99,86,9,2,2,0,4.808080808
150,5207414319,52092724,3689,99,5.2,FALSE,FALSE,193,FALSE,FALSE,FALSE,102,中國大陸,76,65,5,4,1,1,4.736842105
151,15294797885,276900214,11149,108,6.5,FALSE,FALSE,13,TRUE,TRUE,FALSE,10,中國大陸,3,3,0,0,0,0,5
152,18349332040,6546803,5422,212,,FALSE,FALSE,255,FALSE,FALSE,FALSE,143,臺北市中正區,112,105,6,1,0,0,4.928571429
153,17484472669,16958040,12451,47,,FALSE,FALSE,187,FALSE,FALSE,TRUE,89,中國大陸,63,61,1,1,0,0,4.952380952
154,21250582338,276900214,49383,98,6.5,FALSE,FALSE,245,TRUE,TRUE,FALSE,249,中國大陸,91,84,3,2,0,2,4.835164835
155,17831133018,339715595,6252,62,3.2,FALSE,FALSE,447,FALSE,FALSE,FALSE,211,中國大陸,167,160,4,3,0,0,4.94011976
156,15714233252,586575161,105,323,5.8,FALSE,FALSE,1650,TRUE,FALSE,FALSE,1087,新北市永和區,768,743,14,9,1,1,4.94921875
157,12348732211,512304075,6,89,,FALSE,FALSE,109,TRUE,FALSE,TRUE,88,新北市泰山區,48,46,2,0,0,0,4.958333333
158,23408759762,12325503,58,139,5.3,FALSE,FALSE,185,TRUE,FALSE,FALSE,106,桃園市蘆竹區,66,63,3,0,0,0,4.954545455
159,869213220,12325503,53,155,4.8,FALSE,FALSE,2082,TRUE,FALSE,FALSE,756,桃園市蘆竹區,1011,951,48,10,0,2,4.924752475
160,857663630,9871310,25,300,,FALSE,FALSE,117,FALSE,FALSE,FALSE,112,臺南市永康區,63,63,0,0,0,0,5
161,12240039229,544350299,1009,179,8,TRUE,FALSE,161,FALSE,FALSE,FALSE,147,中國大陸,71,67,2,1,0,1,4.887323944
162,16889752560,261420464,9791,88,7.2,FALSE,FALSE,36,FALSE,FALSE,TRUE,37,中國大陸,10,10,0,0,0,0,5
163,14534061234,3147879,415,195,,FALSE,FALSE,13,FALSE,FALSE,TRUE,51,桃園市桃園區,7,7,0,0,0,0,5
164,11276600286,585625691,1924,141,5,FALSE,FALSE,141,FALSE,FALSE,TRUE,85,高雄市苓雅區,47,42,3,2,0,0,4.85106383
165,11223486638,6880635,5075,140,,FALSE,FALSE,4080,FALSE,FALSE,TRUE,828,高雄市楠梓區,1110,1098,11,1,0,0,4.988288288
166,4564184304,6880635,178,230,,FALSE,FALSE,1198,FALSE,FALSE,TRUE,432,高雄市楠梓區,566,557,9,0,0,0,4.98409894
167,21352571002,30811843,8434,199,,FALSE,FALSE,58,FALSE,FALSE,FALSE,110,桃園市蘆竹區,24,20,4,0,0,0,4.833333333
168,972732219,28956574,74994,18,4.2,FALSE,FALSE,6191,FALSE,FALSE,FALSE,618,中國大陸,1278,1191,60,21,3,3,4.903680501
169,16690963912,52092724,4954,168,6.5,FALSE,FALSE,10,FALSE,FALSE,FALSE,22,中國大陸,1,1,0,0,0,0,5
170,3661478852,73173648,1874,70,2,FALSE,FALSE,163,FALSE,FALSE,TRUE,58,桃園市蘆竹區,28,26,2,0,0,0,4.928571429
171,20243133570,778020444,93761,128,,FALSE,FALSE,27,FALSE,FALSE,TRUE,42,桃園市大園區,9,7,2,0,0,0,4.777777778
172,14395451324,778020444,5347,550,,FALSE,FALSE,1,FALSE,FALSE,TRUE,4,桃園市大園區,0,0,0,0,0,0,0
173,11248211565,52092724,10238,152,6.5,FALSE,FALSE,1021,FALSE,FALSE,FALSE,993,中國大陸,311,281,15,12,1,2,4.839228296
174,7757733844,9871310,158,270,,FALSE,FALSE,755,FALSE,FALSE,FALSE,426,臺南市永康區,349,340,6,3,0,0,4.965616046
175,18249326935,6546803,9895,279,,FALSE,FALSE,183,FALSE,FALSE,FALSE,409,臺北市中正區,77,70,3,2,0,2,4.805194805
176,4969991973,6585690,74,390,,FALSE,FALSE,159,TRUE,FALSE,FALSE,209,嘉義縣水上鄉,76,74,2,0,0,0,4.973684211
177,20764663092,904466723,71,78,3.7,FALSE,FALSE,6,FALSE,FALSE,FALSE,5,中國大陸,4,4,0,0,0,0,5
178,675934475,4763928,294,525,,FALSE,FALSE,893,TRUE,FALSE,TRUE,685,新北市新店區,456,431,12,3,0,2,4.941964286
179,18958704657,749135609,4911,209,5.6,FALSE,FALSE,55,FALSE,FALSE,FALSE,140,臺北市內湖區,31,29,2,0,0,0,4.935483871
180,1634189531,12294315,13,359,,FALSE,FALSE,213,TRUE,FALSE,FALSE,271,嘉義市西區,114,112,2,0,0,0,4.98245614
181,13697360030,5607361,105,59,8.6,TRUE,FALSE,31,TRUE,FALSE,FALSE,4,新北市新莊區,11,10,1,0,0,0,4.909090909
182,19968107717,911069521,41897,69,,FALSE,TRUE,6,FALSE,FALSE,FALSE,11,中國大陸,1,1,0,0,0,0,5
183,12338959129,569043178,29997,204,6.7,FALSE,FALSE,942,FALSE,FALSE,TRUE,452,桃園市蘆竹區,377,336,25,12,1,3,4.830238727
184,605711105,12325503,556,68,4.5,FALSE,FALSE,9150,TRUE,FALSE,FALSE,1427,桃園市蘆竹區,3574,3334,161,33,5,8,4.922003985
185,18956570740,6235224,4,85,4.8,TRUE,FALSE,65,TRUE,FALSE,FALSE,4,新北市汐止區,27,25,2,0,0,0,4.925925926
186,22603974879,6546803,8360,257,6,FALSE,FALSE,55,FALSE,FALSE,TRUE,32,臺北市中正區,20,19,0,1,0,0,4.9
187,4558950364,44574051,4,169,5.8,FALSE,FALSE,1034,FALSE,FALSE,FALSE,224,苗栗縣頭份市,476,460,15,1,0,0,4.964285714
188,12656554280,17195431,7,159,,FALSE,FALSE,58,FALSE,FALSE,FALSE,10,臺中市沙鹿區,20,20,0,0,0,0,5
189,21623207751,9119846,2672,79,,FALSE,FALSE,36,FALSE,FALSE,FALSE,31,桃園市蘆竹區,12,11,1,0,0,0,4.916666667
190,19349235695,5304409,210,189,,FALSE,FALSE,12,TRUE,FALSE,FALSE,21,新北市林口區,7,6,1,0,0,0,4.857142857
191,12247122898,512304075,8,79,,FALSE,FALSE,143,TRUE,FALSE,FALSE,24,新北市泰山區,60,57,3,0,0,0,4.95
192,10955356318,3160208,10,144,8.2,FALSE,FALSE,832,TRUE,FALSE,FALSE,204,臺中市太平區,324,314,7,2,1,0,4.956790123
193,22108667361,660279854,16,72,4.6,FALSE,FALSE,106,TRUE,FALSE,FALSE,22,臺中市西屯區,40,36,4,0,0,0,4.9
194,12062798971,627548793,25943,102,,FALSE,FALSE,19,FALSE,FALSE,FALSE,60,桃園市蘆竹區,7,6,0,1,0,0,4.714285714
195,1607576436,28472911,8129,239,,FALSE,FALSE,2358,FALSE,FALSE,FALSE,515,彰化縣彰化市,994,951,33,4,2,4,4.936619718
196,8412506290,28472911,998,299,,FALSE,FALSE,202,FALSE,FALSE,FALSE,66,彰化縣彰化市,81,79,2,0,0,0,4.975308642
197,1680645920,38070052,26,199,5,FALSE,FALSE,2102,TRUE,FALSE,FALSE,915,南投縣埔里鎮,947,909,27,10,1,0,4.94720169
198,21148437337,128404466,314,264,,FALSE,FALSE,1259,TRUE,FALSE,FALSE,742,彰化縣員林市,530,510,19,1,0,0,4.960377358
199,21964156790,821283913,2040,215,,FALSE,FALSE,0,FALSE,FALSE,FALSE,4,新北市新莊區,0,0,0,0,0,0,0
200,21323212867,9119846,2626,93,,FALSE,FALSE,19,FALSE,FALSE,FALSE,13,桃園市蘆竹區,3,3,0,0,0,0,5
201,11961489678,531086497,5,215,,FALSE,FALSE,190,FALSE,FALSE,FALSE,126,新北市新莊區,60,57,2,0,0,1,4.9
202,23808755082,4301250,57,139,5.3,FALSE,FALSE,28,TRUE,FALSE,FALSE,6,桃園市蘆竹區,10,8,1,0,1,0,4.6
203,20257724981,5690337,2746,249,,FALSE,FALSE,29,FALSE,FALSE,FALSE,14,臺中市北區,8,8,0,0,0,0,5
204,23708254992,22811953,1343,209,7.2,FALSE,FALSE,3,FALSE,FALSE,TRUE,4,臺北市文山區,1,1,0,0,0,0,5
205,20952570255,30811843,20940,169,,FALSE,FALSE,6,FALSE,FALSE,FALSE,15,桃園市蘆竹區,6,6,0,0,0,0,5
206,15294797885,276900214,11149,108,6.5,FALSE,FALSE,13,TRUE,TRUE,FALSE,10,中國大陸,3,3,0,0,0,0,5
207,12595008136,9119846,106,190,,FALSE,FALSE,13,FALSE,FALSE,FALSE,19,桃園市蘆竹區,7,7,0,0,0,0,5
208,4312171754,114841767,20,281,5,FALSE,FALSE,753,TRUE,FALSE,FALSE,301,臺中市梧棲區,338,324,13,1,0,0,4.955621302
209,14033845522,44574051,20,143,7.6,FALSE,FALSE,54,FALSE,FALSE,FALSE,13,苗栗縣頭份市,23,22,0,0,0,1,4.826086957
210,15246151103,660279854,17,280,6,FALSE,FALSE,243,TRUE,FALSE,FALSE,227,臺中市西屯區,96,95,1,0,0,0,4.989583333
211,11566059241,581094,28,364,,FALSE,FALSE,89,TRUE,FALSE,FALSE,96,嘉義市西區,41,39,2,0,0,0,4.951219512
212,5152058331,52092724,30189,197,3.4,FALSE,FALSE,997,FALSE,FALSE,FALSE,865,中國大陸,293,271,14,6,1,1,4.887372014
213,1683372131,4776497,387,240,,TRUE,FALSE,1803,FALSE,FALSE,FALSE,1264,臺中市太平區,860,833,20,8,0,0,4.958188153
214,5743068465,220075210,167,59,5.4,TRUE,FALSE,1513,TRUE,FALSE,FALSE,180,基隆市七堵區,372,349,18,2,1,2,4.911290323
215,10369856163,28045278,294,149,,FALSE,FALSE,21,TRUE,FALSE,FALSE,4,南投縣水里鄉,10,10,0,0,0,0,5
216,18351245982,3160208,2,192,4.8,FALSE,FALSE,44,TRUE,FALSE,FALSE,41,臺中市太平區,26,26,0,0,0,0,5
217,15895330740,261740164,41,169,5.7,TRUE,FALSE,146,TRUE,FALSE,FALSE,75,高雄市鹽埕區,48,46,2,0,0,0,4.958333333
218,22905272118,17195431,3,104,,FALSE,FALSE,35,FALSE,FALSE,FALSE,15,臺中市沙鹿區,14,14,0,0,0,0,5
219,14362637782,73261946,59,66,5.1,FALSE,FALSE,272,TRUE,FALSE,FALSE,57,高雄市林園區,67,63,4,0,0,0,4.940298507
220,832799148,5369807,4939,94,,FALSE,FALSE,4351,TRUE,FALSE,FALSE,1271,新北市三芝區,1546,1499,38,7,1,1,4.961836999
221,22000825933,6546803,91885,383,4,FALSE,FALSE,5,FALSE,FALSE,TRUE,8,臺北市中正區,0,0,0,0,0,0,0
222,18023200245,9119846,219,93,,FALSE,FALSE,14,FALSE,FALSE,FALSE,22,桃園市蘆竹區,5,5,0,0,0,0,5
223,10481616891,16958040,14830,59,,FALSE,FALSE,198,FALSE,FALSE,TRUE,68,中國大陸,81,78,2,0,0,1,4.925925926
224,22708957312,464631,11802,177,5.5,FALSE,FALSE,2,FALSE,FALSE,TRUE,3,桃園市大園區,1,1,0,0,0,0,5
225,18248443079,611009220,5758,176,5.5,FALSE,FALSE,21,FALSE,FALSE,FALSE,17,桃園市蘆竹區,9,9,0,0,0,0,5
226,8506316951,6169347,179,134,,FALSE,FALSE,972,TRUE,FALSE,FALSE,1104,桃園市平鎮區,379,368,8,3,0,0,4.963060686
227,21064664208,563025462,117,299,,FALSE,FALSE,2,FALSE,FALSE,TRUE,4,花蓮縣新城鄉,1,1,0,0,0,0,5
228,12240039229,544350299,1009,179,8,TRUE,FALSE,162,FALSE,FALSE,FALSE,147,中國大陸,71,67,2,1,0,1,4.887323944
229,21250582338,276900214,49377,98,6.5,FALSE,FALSE,245,TRUE,TRUE,FALSE,249,中國大陸,91,84,3,2,0,2,4.835164835
230,20164106962,6235224,14,99,8.2,TRUE,FALSE,61,TRUE,FALSE,FALSE,9,新北市汐止區,11,11,0,0,0,0,5
231,15561632912,7589879,56,65,,TRUE,FALSE,23,TRUE,FALSE,FALSE,6,雲林縣麥寮鄉,13,12,1,0,0,0,4.923076923
232,16766957968,3160208,136,79,6,FALSE,FALSE,178,TRUE,FALSE,FALSE,35,臺中市太平區,77,75,1,1,0,0,4.961038961
233,87006726,5690337,1849,324,,FALSE,FALSE,84,FALSE,FALSE,FALSE,53,臺中市北區,58,58,0,0,0,0,5
234,23902687795,432774986,13308,199,4.4,FALSE,FALSE,8,TRUE,FALSE,TRUE,8,桃園市蘆竹區,4,3,0,1,0,0,4.5
235,23611828462,20193557,6,462,3.9,FALSE,FALSE,0,FALSE,FALSE,TRUE,2,桃園市大園區,0,0,0,0,0,0,0
236,19268893058,172275001,47992,121,9.8,FALSE,FALSE,0,FALSE,FALSE,FALSE,6,新北市林口區,0,0,0,0,0,0,0
237,4962349397,128404466,433,189,,FALSE,FALSE,3255,TRUE,FALSE,FALSE,685,彰化縣員林市,1109,1094,13,2,0,0,4.984670875
238,10598774992,682226635,1580,133,1.1,FALSE,FALSE,0,FALSE,FALSE,TRUE,11,彰化縣永靖鄉,0,0,0,0,0,0,0
239,20850550092,855712441,29276,350,,FALSE,FALSE,0,FALSE,FALSE,FALSE,2,桃園市蘆竹區,0,0,0,0,0,0,0
240,19268893058,172275001,47992,121,9.8,FALSE,FALSE,0,FALSE,FALSE,FALSE,6,新北市林口區,0,0,0,0,0,0,0
241,18353773131,691879387,51456,86,8.6,FALSE,FALSE,24,FALSE,FALSE,FALSE,18,桃園市大園區,9,7,2,0,0,0,4.777777778
242,20850550092,855712441,29276,350,,FALSE,FALSE,0,FALSE,FALSE,FALSE,2,桃園市蘆竹區,0,0,0,0,0,0,0
243,23611828462,20193557,6,462,3.9,FALSE,FALSE,0,FALSE,FALSE,TRUE,3,桃園市大園區,0,0,0,0,0,0,0
244,2774541491,6169347,157,148,9.3,FALSE,FALSE,6444,TRUE,FALSE,FALSE,2835,桃園市平鎮區,2238,2149,75,14,0,0,4.953976765
245,3667756151,168458476,1,350,,FALSE,FALSE,28,FALSE,FALSE,FALSE,32,臺北市大同區,14,11,1,2,0,0,4.642857143
246,18049313492,276900214,7757,97,6.3,FALSE,FALSE,203,TRUE,TRUE,FALSE,261,中國大陸,70,64,5,0,0,1,4.871428571
247,21148437337,128404466,310,264,,FALSE,FALSE,1261,TRUE,FALSE,FALSE,742,彰化縣員林市,531,511,19,1,0,0,4.960451977
248,17084725307,422958065,1896,207,,FALSE,FALSE,22,TRUE,FALSE,FALSE,22,中國大陸,12,11,1,0,0,0,4.916666667
249,19963140308,691879387,1509,130,,FALSE,FALSE,8,FALSE,FALSE,FALSE,15,桃園市大園區,3,2,1,0,0,0,4.666666667
250,738965315,44574051,68,258,4.4,FALSE,FALSE,2646,FALSE,FALSE,FALSE,691,苗栗縣頭份市,1255,1206,37,3,0,2,4.959101844
251,18362722204,288552857,503,99,5.4,FALSE,FALSE,9,TRUE,FALSE,FALSE,3,桃園市蘆竹區,2,2,0,0,0,0,5
252,54954348,1668623,23,280,,FALSE,FALSE,619,FALSE,FALSE,FALSE,436,臺北市大安區,336,318,9,3,2,0,4.935779817
253,5743068465,220075210,163,59,5.4,TRUE,FALSE,1514,TRUE,FALSE,FALSE,180,基隆市七堵區,373,350,18,2,1,2,4.91152815
254,13139156140,17195431,5,109,,FALSE,FALSE,468,FALSE,FALSE,FALSE,134,臺中市沙鹿區,193,179,10,4,0,0,4.906735751
255,7310859586,41441434,245,364,5.8,FALSE,FALSE,23,TRUE,FALSE,FALSE,26,嘉義縣大林鎮,8,8,0,0,0,0,5
256,857663630,9871310,25,300,,FALSE,FALSE,117,FALSE,FALSE,FALSE,112,臺南市永康區,63,63,0,0,0,0,5
257,15294797885,276900214,11148,108,6.5,FALSE,FALSE,13,TRUE,TRUE,FALSE,10,中國大陸,3,3,0,0,0,0,5
258,11276600286,585625691,1925,141,5,FALSE,FALSE,141,FALSE,FALSE,TRUE,85,高雄市苓雅區,47,42,3,2,0,0,4.85106383
259,7402068218,9871310,19,250,,FALSE,FALSE,81,FALSE,FALSE,FALSE,90,臺南市永康區,35,35,0,0,0,0,5
260,18054096853,5031203,1794,265,,FALSE,FALSE,4,FALSE,FALSE,TRUE,4,臺南市佳里區,2,1,0,1,0,0,4
261,5207414319,52092724,3689,99,5.2,FALSE,FALSE,193,FALSE,FALSE,FALSE,103,中國大陸,76,65,5,4,1,1,4.736842105
262,17333216495,276900214,248916,78,3.8,FALSE,FALSE,1030,TRUE,TRUE,FALSE,420,中國大陸,253,230,16,5,1,1,4.869565217
263,11898205656,57697690,64,99,1.7,FALSE,FALSE,22,TRUE,FALSE,FALSE,7,桃園市桃園區,11,9,2,0,0,0,4.818181818
264,19959984553,37488666,3409,169,,FALSE,FALSE,0,FALSE,FALSE,TRUE,7,臺南市永康區,0,0,0,0,0,0,0
265,1657560248,2720053,3,299,,FALSE,FALSE,773,TRUE,FALSE,FALSE,566,臺南市安南區,455,446,9,0,0,0,4.98021978
266,22402155858,85797705,15981,149,,FALSE,FALSE,72,FALSE,FALSE,TRUE,51,中國大陸,20,20,0,0,0,0,5
267,7561990305,4776497,510,205,,FALSE,FALSE,684,FALSE,FALSE,FALSE,325,臺中市太平區,225,219,4,2,0,0,4.964444444
268,5667349258,74752805,3,120,6,FALSE,FALSE,104,FALSE,FALSE,FALSE,43,新北市三芝區,41,40,0,1,0,0,4.951219512
269,17249681824,339715595,48891,19,2.2,FALSE,FALSE,857,FALSE,FALSE,FALSE,89,中國大陸,173,167,4,2,0,0,4.953757225
270,18159636015,17195431,2,229,,FALSE,FALSE,10,FALSE,FALSE,FALSE,15,臺中市沙鹿區,5,5,0,0,0,0,5
271,5759296418,50991319,3,219,,FALSE,FALSE,148,FALSE,FALSE,FALSE,111,新北市三重區,75,72,1,2,0,0,4.933333333
272,12348732211,512304075,6,89,,FALSE,FALSE,109,TRUE,FALSE,TRUE,88,新北市泰山區,48,46,2,0,0,0,4.958333333
273,5752771892,50991319,21,359,,FALSE,FALSE,139,FALSE,FALSE,FALSE,98,新北市三重區,81,80,1,0,0,0,4.987654321
274,12409311283,432774986,1506,250,4,FALSE,FALSE,84,TRUE,FALSE,FALSE,48,桃園市蘆竹區,35,33,2,0,0,0,4.942857143
275,23905170935,422958065,1935,311,,FALSE,FALSE,4,TRUE,FALSE,FALSE,3,中國大陸,3,2,0,1,0,0,4.333333333
276,21649458582,50991319,44,289,,FALSE,FALSE,54,FALSE,FALSE,FALSE,56,新北市三重區,23,23,0,0,0,0,5
277,20960434480,10933326,254,269,7.5,TRUE,FALSE,11,FALSE,FALSE,TRUE,26,臺北市文山區,5,5,0,0,0,0,5
278,21153506468,7349697,9986,170,7,FALSE,FALSE,0,FALSE,FALSE,FALSE,2,桃園市蘆竹區,0,0,0,0,0,0,0
279,2774541491,6169347,157,148,9.3,FALSE,FALSE,6444,TRUE,FALSE,FALSE,2835,桃園市平鎮區,2238,2149,75,14,0,0,4.953976765
280,8200866558,61939449,174,424,5,TRUE,FALSE,837,TRUE,FALSE,TRUE,723,臺中市南區,406,392,12,1,1,0,4.958128079
281,20754977636,808359311,1085,133,,TRUE,FALSE,4,TRUE,FALSE,TRUE,4,桃園市大園區,3,3,0,0,0,0,5
282,832799148,5369807,4936,94,,FALSE,FALSE,4351,TRUE,FALSE,FALSE,1271,新北市三芝區,1546,1499,38,7,1,1,4.961836999
283,14992266362,52092724,11948,169,6.5,FALSE,FALSE,22,FALSE,FALSE,FALSE,21,中國大陸,8,8,0,0,0,0,5
284,21161605561,6244274,9,279,,FALSE,FALSE,31,TRUE,FALSE,FALSE,40,新北市板橋區,14,12,2,0,0,0,4.857142857
285,3668550526,3160208,129,60,,FALSE,FALSE,586,TRUE,FALSE,FALSE,137,臺中市太平區,256,244,7,4,0,1,4.941176471
286,15493514629,823433725,45479,175,,FALSE,FALSE,1,TRUE,FALSE,FALSE,4,桃園市蘆竹區,1,1,0,0,0,0,5
287,12096890793,57697690,12,99,1.8,FALSE,FALSE,44,TRUE,FALSE,FALSE,10,桃園市桃園區,18,18,0,0,0,0,5
288,646636684,21175252,2,230,,FALSE,FALSE,51,FALSE,FALSE,FALSE,27,新北市板橋區,35,35,0,0,0,0,5
289,18962530951,776532367,4395,531,5,FALSE,FALSE,2,FALSE,FALSE,FALSE,7,桃園市蘆竹區,0,0,0,0,0,0,0
290,15159381531,17195431,5,129,,FALSE,FALSE,48,FALSE,FALSE,FALSE,19,臺中市沙鹿區,17,17,0,0,0,0,5
291,16982449381,422958065,7133,169,,FALSE,FALSE,94,TRUE,FALSE,FALSE,61,中國大陸,23,23,0,0,0,0,5
292,20366342435,253699054,213,331,,FALSE,FALSE,2,TRUE,FALSE,FALSE,12,臺中市大里區,1,1,0,0,0,0,5
293,18461553269,276900214,1438,198,6.5,FALSE,FALSE,13,TRUE,TRUE,TRUE,26,中國大陸,7,6,1,0,0,0,4.857142857
294,12132613417,85797705,18349,105,,FALSE,FALSE,158,FALSE,FALSE,TRUE,43,中國大陸,34,32,2,0,0,0,4.941176471
295,18801329477,765830848,834543,74,5,FALSE,FALSE,2,FALSE,FALSE,FALSE,12,中國大陸,1,1,0,0,0,0,5
296,6261345403,6169347,556,93,,FALSE,FALSE,4477,TRUE,FALSE,FALSE,1824,桃園市平鎮區,1283,1230,44,9,0,0,4.95167576
297,15393221779,6546803,4459,212,,FALSE,FALSE,121,FALSE,FALSE,FALSE,99,臺北市中正區,55,49,4,1,0,1,4.818181818
298,22011666486,20193557,5000,355,3.9,FALSE,FALSE,0,FALSE,FALSE,TRUE,3,桃園市大園區,0,0,0,0,0,0,0
299,4962349397,128404466,437,189,,FALSE,FALSE,3255,TRUE,FALSE,FALSE,685,彰化縣員林市,1109,1094,13,2,0,0,4.984670875
